director_id,director_name,gender,gender_label
86295,Marc F. Adler,2,Male
59923,Marc Forby,2,Male
12995,Marc Forster,2,Male
18323,Marc Lawrence,2,Male
82286,Marc Levin,2,Male
73588,Marc Schölermann,0,Unknown
87742,Marc Webb,2,Male
40385,Marcia Bennett,1,Female
5192,Marco Kreuzpaintner,2,Male
71527,Marco Schnabel,2,Male
1158156,Marcos Martínez,0,Unknown
74062,Marcos Siega,2,Male
29922,Marcus Nispel,2,Male
65133,Marcus Raboy,0,Unknown
86035,Maria Maggenti,1,Female
77775,Marianna Palka,1,Female
177532,Marielle Heller,1,Female
1124971,Mariette Monpierre,0,Unknown
229374,Marilyn Agrelo,1,Female
1454564,Mario Miscione,0,Unknown
16214,Mario Van Peebles,2,Male
930701,Marius Markevicius,2,Male
20659,Marjane Satrapi,1,Female
87130,Mark A.Z. Dippé,0,Unknown
126638,Mark Andrews,2,Male
66116,Mark Brown,2,Male
33541,Mark Christopher,2,Male
61411,Mark Dindal,2,Male
45407,Mark Duplass,2,Male
106491,Mark Griffiths,2,Male
1098,Mark Helfrich,2,Male
55299,Mark Herman,0,Unknown
942084,Mark Illsley,2,Male
67753,Mark L. Lester,2,Male
66219,Mark Levin,2,Male
57199,Mark Mylod,2,Male
20193,Mark Neveldine,2,Male
57741,Mark Osborne,2,Male
11676,Mark Pellington,2,Male
57446,Mark Romanek,2,Male
68770,Mark Rosman,2,Male
30165,Mark Sandrich,2,Male
16837,Mark Steven Johnson,2,Male
18679,Mark Tarlov,2,Male
86482,Mark Tonderai,2,Male
54050,Mark Waters,2,Male
87183,Mark Young,2,Male
91389,Mars Callahan,0,Unknown
63713,Martha Coolidge,1,Female
769,Martin Brest,2,Male
10702,Martin Campbell,2,Male
80630,Martin Koolhoven,0,Unknown
78029,Martin Lawrence,2,Male
54472,Martin McDonagh,2,Male
18854,Martin Ritt,2,Male
1032,Martin Scorsese,2,Male
58260,Martin Weisz,0,Unknown
145169,Martyn Pick,0,Unknown
16378,Mary Harron,1,Female
56263,Mary Lambert,1,Female
130482,Mary McGuckian,1,Female
568822,Mary Pat Kelly,1,Female
549971,Maryam Keshavarz,1,Female
67316,Masayuki Ochiai,0,Unknown
19841,Mateo Gil,2,Male
8789,Mathieu Amalric,2,Male
2406,Mathieu Kassovitz,2,Male
66681,Matt Bettinelli-Olpin,2,Male
140086,Matt Cimber,0,Unknown
2876,Matt Dillon,2,Male
1425142,Matt Jackson,0,Unknown
1144092,Matt Johnson,0,Unknown
74341,Matt Maiellaro,0,Unknown
589159,Matt Piedmont,0,Unknown
32278,Matt Reeves,2,Male
59841,Matt Walsh,2,Male
34481,Matt Williams,2,Male
55117,Matthew Bright,2,Male
116370,Matthew Diamond,2,Male
58912,Matthew Hastings,2,Male
24528,Matthew R. Anderson,2,Male
12677,Matthew Robbins,2,Male
1551346,Matthew Robinson,0,Unknown
957,Matthew Vaughn,2,Male
1291408,Matthew Watts,0,Unknown
230059,Matty Rich,2,Male
261271,Maurice Joyce,2,Male
1395853,Mauricio De la Orta,0,Unknown
22677,Max Färberböck,2,Male
1257827,Max Joseph,2,Male
100516,Max Mayer,2,Male
64210,Maïwenn,1,Female
36425,McG,2,Male
1045480,Meiert Avis,0,Unknown
14639,Mel Brooks,2,Male
141450,Mel Smith,2,Male
3451,Mel Stuart,2,Male
16745,Melville Shavelson,2,Male
135650,Melvin Van Peebles,0,Unknown
61087,Mennan Yapo,0,Unknown
736,Menno Meyjes,2,Male
9054,Mervyn LeRoy,2,Male
18889,Mic Rodgers,2,Male
20412,Michael Anderson,2,Male
10781,Michael Apted,2,Male
865,Michael Bay,2,Male
42952,Michael Burke,2,Male
30365,Michael Caton-Jones,2,Male
1044,Michael Chapman,2,Male
77076,Michael Corrente,2,Male
4782,Michael Crichton,2,Male
21136,Michael Cristofer,2,Male
84931,Michael Cuesta,2,Male
4109,Michael Curtiz,0,Unknown
133790,Michael D. Olmos,2,Male
59975,Michael D. Sellers,2,Male
84165,Michael Dinner,2,Male
71280,Michael Dowse,2,Male
15056,Michael Gornick,2,Male
65428,Michael Haigney,2,Male
6011,Michael Haneke,2,Male
78023,Michael Herz,2,Male
52405,Michael Hoffman,2,Male
98541,Michael Hoffman Jr.,2,Male
69593,Michael J. Bassett,2,Male
64856,Michael Jai White,2,Male
86262,Michael Kang,0,Unknown
60438,Michael Landon Jr.,2,Male
7145,Michael Lehmann,2,Male
15045,Michael Lembeck,2,Male
638,Michael Mann,2,Male
258199,Michael Martin,2,Male
50460,Michael Mayer,2,Male
14172,Michael McCullers,2,Male
83415,Michael McGowan,2,Male
17845,Michael Meredith,2,Male
17087,Michael Moore,2,Male
87178,Michael O. Sajbel,2,Male
59412,Michael Patrick Jann,2,Male
38023,Michael Patrick King,2,Male
41887,Michael Polish,2,Male
59649,Michael Pressman,2,Male
28898,Michael Radford,2,Male
12964,Michael Ritchie,2,Male
1043404,Michael Roemer,2,Male
28741,Michael Rymer,2,Male
77300,Michael Schultz,2,Male
1194681,Michael Skolnik,0,Unknown
566328,Michael Sucsy,2,Male
87360,Michael Taliferro,2,Male
1110102,Michael Tiddes,0,Unknown
57885,Michael Wadleigh,2,Male
185995,Michael Walker,2,Male
19244,Michael Winner,2,Male
101233,Michael Winnick,0,Unknown
172,Michael Winterbottom,2,Male
84769,Michael Worth,2,Male
201,Michel Gondry,2,Male
67717,Michel Hazanavicius,2,Male
225887,Michel Leclerc,0,Unknown
107447,Michel O. Scott,0,Unknown
8843,Mick Jackson,2,Male
48498,Mickey Liddell,2,Male
61069,Miguel Arteta,2,Male
114404,Miguel Sapochnik,2,Male
29605,Mikael Håfström,0,Unknown
30149,Mikael Salomon,2,Male
77964,Mike Barker,2,Male
69498,Mike Bigelow,2,Male
24173,Mike Binder,2,Male
558540,Mike Bruce,0,Unknown
45459,Mike Cahill,2,Male
108952,Mike Disa,0,Unknown
6111,Mike Figgis,2,Male
551463,Mike Flanagan,2,Male
17281,Mike Hodges,0,Unknown
34891,Mike Johnson,0,Unknown
17403,Mike Judge,2,Male
65452,Mike Leigh,2,Male
56173,Mike Marvin,2,Male
90429,Mike McCoy,2,Male
17439,Mike Mills,2,Male
64151,Mike Mitchell,2,Male
78298,Mike Nawrocki,2,Male
10723,Mike Newell,2,Male
5342,Mike Nichols,2,Male
229962,Mike Thurmeier,2,Male
53178,Mike Tollin,2,Male
123150,Mike van Diem,0,Unknown
1012105,Mikel Rueda,0,Unknown
3974,Miloš Forman,2,Male
51984,Mimi Leder,1,Female
1448551,Mina T. Son,0,Unknown
6495,Mira Nair,1,Female
16860,Miranda July,1,Female
86164,Mitch Davis,2,Male
94917,Mitchell Altieri,2,Male
57055,Mitchell Lichtenstein,2,Male
1115066,Molly Bernstein,0,Unknown
1280031,Mona Lerche,1,Female
20921,Monte Hellman,2,Male
1414864,Mor Loushy,0,Unknown
1004172,Mora Stephens,0,Unknown
66800,Morgan J. Freeman,2,Male
228643,Morgan Neville,2,Male
57492,Morgan Spurlock,2,Male
57962,Mort Nathan,2,Male
77965,Morten Tyldum,2,Male
21693,Motonori Sakakibara,0,Unknown
66203,Moustapha Akkad,2,Male
162102,Myles Berkowitz,0,Unknown
228041,Márcio Garcia,2,Male
80923,Måns Mårlind,2,Male
1296119,Na Hong-jin,2,Male
118303,Nacho Vigalondo,2,Male
15672,Nadia Tass,0,Unknown
53431,Nadine Labaki,1,Female
55520,Nae Caranfil,0,Unknown
17698,Nancy Meyers,1,Female
47503,Nancy Walker,1,Female
96439,Nanette Burstein,1,Female
105648,Nat Faxon,2,Male
77277,Nate Parker,2,Male
131668,Nathan Frankowski,0,Unknown
121830,Nathan Greno,2,Male
1314011,Nathan Smith Jones,0,Unknown
57692,Neal Brennan,2,Male
105882,Neema Barnette,1,Female
17329,Neil Burger,2,Male
17016,Neil Jordan,0,Unknown
58689,Neil LaBute,2,Male
57581,Neil Marshall,2,Male
1560279,Neil Mcenery-West,0,Unknown
561061,Neil Nightingale,0,Unknown
82194,Neill Blomkamp,2,Male
1174437,Neill Dela Llana,0,Unknown
45627,Nelson McCormick,2,Male
70250,Newt Arnold,2,Male
58547,Niall Johnson,2,Male
989831,Nicholas Fackler,2,Male
55476,Nicholas Hytner,2,Male
81856,Nicholas Jarecki,2,Male
1788,Nicholas Meyer,2,Male
2765,Nicholas Ray,0,Unknown
52934,Nicholas Stoller,2,Male
60149,Nicholaus Goossen,2,Male
11151,Nick Cassavetes,2,Male
17278,Nick Gomez,2,Male
42274,Nick Hurran,2,Male
41530,Nick Love,2,Male
582918,Nick Murphy ,2,Male
7314,Nick Park,2,Male
550681,Nick Tomnay,2,Male
137392,Nickolas Perry,2,Male
1476699,Nicolae Constantin Tanase,2,Male
123913,Nicolas Bonilauri,0,Unknown
54176,Nicolas Guy,0,Unknown
21183,Nicolas Winding Refn,2,Male
56539,Nicole Holofcener,1,Female
19346,Niels Arden Oplev,2,Male
24248,Nigel Cole,2,Male
15287,Niki Caro,1,Female
22558,Nils Gaup,2,Male
1299380,Nima Nourizadeh,0,Unknown
41671,Nimród Antal,2,Male
17295,Ning Hao,0,Unknown
1039544,Nnegest Likké,1,Female
5656,Noah Baumbach,2,Male
114004,Noah Buschel,0,Unknown
21681,Nobuhiro Suwa,2,Male
29342,Noel Marshall,2,Male
9248,Nora Ephron,0,Unknown
96677,Nora Twomey,1,Female
226599,Norman Ferguson,2,Male
13563,Norman Jewison,2,Male
86439,Norton Virgien,2,Male
17510,Ol Parker,0,Unknown
56195,Ole Christian Madsen,2,Male
238220,Oleg Stepchenko,0,Unknown
7832,Oliver Hirschbiegel,2,Male
56710,Oliver Parker,2,Male
21683,Oliver Schmitz,2,Male
1152,Oliver Stone,2,Male
21678,Olivier Assayas,2,Male
16919,Olivier Dahan,2,Male
75035,Olivier Megaton,2,Male
74436,Olly Blackburn,0,Unknown
34110,Oren Moverman,2,Male
90591,Oren Peli,2,Male
40,Orson Welles,2,Male
15531,Ossie Davis,2,Male
31033,Oxide Pang Chun,2,Male
3045,P.J. Hogan,2,Male
54526,Paco Plaza,2,Male
7324,Pan Nalin,0,Unknown
57274,Panna Rittikrai,2,Male
1044250,Panos Cosmatos,0,Unknown
587519,Paolo Monico,2,Male
10099,Park Chan-wook,2,Male
66022,Pascal Arnold,0,Unknown
8392,Pascal Chaumeil,2,Male
151175,Pascal Hérold,0,Unknown
583894,Pascal Vuong,0,Unknown
88323,Pat Holden,0,Unknown
37626,Patrice Leconte,2,Male
116832,Patricia Cardoso,0,Unknown
437833,Patricia Riggen,0,Unknown
55439,Patricia Rozema,1,Female
1205756,Patrick Gilmore,0,Unknown
27226,Patrick Lussier,0,Unknown
220274,Patrick Meaney,0,Unknown
56059,Patrick Read Johnson,2,Male
1321304,Patrick Ryan Sims,0,Unknown
59210,Patrick Stettner,2,Male
6884,Patty Jenkins,1,Female
1216735,Paul Abascal,2,Male
80384,Paul Andrew Williams,2,Male
101377,Paul Bartel,2,Male
133293,Paul Bolger,2,Male
56147,Paul Brizzi,0,Unknown
1031972,Paul Bunnell,0,Unknown
4339,Paul Crowder,2,Male
116805,Paul Feig,2,Male
146883,Paul Fierlinger,0,Unknown
82641,Paul Fox,2,Male
25598,Paul Greengrass,2,Male
84021,Paul Gross,2,Male
455,Paul Haggis,2,Male
70573,Paul Hunter,2,Male
1318092,Paul J. Lombardi,2,Male
101666,Paul King,2,Male
47773,Paul Mazursky,2,Male
2291,Paul McGuigan,0,Unknown
12988,Paul Michael Glaser,2,Male
11428,Paul Satterfield,2,Male
1035,Paul Schrader,0,Unknown
4762,Paul Thomas Anderson,2,Male
10491,Paul Verhoeven,2,Male
4014,Paul W.S. Anderson,2,Male
66548,Paul Weiland,2,Male
3289,Paul Weitz,2,Male
64194,Paweł Pawlikowski,0,Unknown
1708905,Pece Dingo,0,Unknown
309,Pedro Almodóvar,2,Male
58448,Penelope Spheeris,0,Unknown
14911,Penny Marshall,1,Female
20824,Perry Andelin Blake,2,Male
124783,Perry Lang,2,Male
12890,Pete Docter,2,Male
285452,Pete Jones,0,Unknown
43141,Pete Travis,0,Unknown
36602,Peter Berg,2,Male
12708,Peter Billingsley,2,Male
42518,Peter Care,2,Male
57630,Peter Cattaneo,2,Male
56739,Peter Chan,2,Male
36804,Peter Chelsom,2,Male
1219769,Peter Cousens,2,Male
118463,Peter DeLuise,2,Male
58453,Peter Faiman,2,Male
7396,Peter Farrelly,2,Male
75043,Peter Flinth,0,Unknown
129514,Peter H. Hunt,2,Male
3290,Peter Hedges,2,Male
18357,Peter Hewitt,2,Male
7791,Peter Howitt,2,Male
37710,Peter Hyams,2,Male
108,Peter Jackson,2,Male
18204,Peter Kassovitz,2,Male
67781,Peter Kosminsky,2,Male
1192754,Peter Landesman,0,Unknown
1262197,Peter Lepeniotis,0,Unknown
53304,Peter Lord,2,Male
1058138,Peter M. Cohen,2,Male
16589,Peter MacDonald,2,Male
21377,Peter Medak,2,Male
86195,Peter Merwin,0,Unknown
9868,Peter R. Hunt,0,Unknown
151007,Peter Ramsey,2,Male
13426,Peter Segal,2,Male
21198,Peter Sohn,2,Male
71548,Peter Sollett,2,Male
55587,Peter Stebbings,2,Male
16785,Peter Webber,2,Male
2690,Peter Weir,2,Male
12804,Peter Yates,2,Male
49555,Petter Næss,0,Unknown
59026,Peyton Reed,2,Male
23968,Phil Alden Robinson,2,Male
82822,Phil Claydon,2,Male
18500,Phil Joanou,2,Male
107446,Phil Lord,0,Unknown
17246,Phil Morrison,2,Male
78562,Phil Traill,2,Male
78297,Phil Vischer,2,Male
65190,Philip G. Atwell,2,Male
648,Philip Kaufman,2,Male
1271492,Philip Zlotorynski,0,Unknown
13015,Phillip Noyce,2,Male
71068,Phyllida Lloyd,1,Female
124747,Pierre Coffin,2,Male
35453,Pierre Morel,2,Male
74299,Pixote Hunt,0,Unknown
109026,Piyush Dinker Pandya,0,Unknown
57214,Prachya Pinkaew,2,Male
76705,Preston A. Whitmore II,2,Male
550858,Qasim Basir,0,Unknown
133398,Quentin Dupieux,0,Unknown
138,Quentin Tarantino,2,Male
1284493,R.J. Cutler,0,Unknown
150,RZA,2,Male
110876,Rachel Goldenberg,0,Unknown
942251,Rachel Perkins,1,Female
56891,Rachel Talalay,1,Female
1432207,Rafa Lara,0,Unknown
1215,Raja Gosnell,2,Male
87296,Raja Menon,0,Unknown
85675,Rajkumar Hirani,0,Unknown
1032103,Rakesh Roshan,2,Male
53671,Rakeysh Omprakash Mehra,0,Unknown
114546,Ralph Etter,0,Unknown
16888,Ralph Nelson,2,Male
88970,Ralph Ziman,0,Unknown
65855,Ralph Zondag,2,Male
1085904,Ramaa Mosley,0,Unknown
12099,Raman Hui,0,Unknown
8876,Randal Kleiser,2,Male
77121,Randall Miller,2,Male
92834,Randall Rubin,0,Unknown
2460,Randall Wallace,2,Male
16958,Randy Barbato,2,Male
1140160,Randy Moore,0,Unknown
1330498,Rania Attieh,0,Unknown
57633,Rawson Marshall Thurber,0,Unknown
38774,Ray Lawrence,2,Male
99496,Raymond De Felitta,2,Male
76812,Raymond Yip Wai-Man,2,Male
41670,Rebecca Miller,1,Female
123990,Reed Cowan,2,Male
93916,Regardt van den Bergh,2,Male
68215,Reginald Hudlin,2,Male
57035,Reinhard Klooss,2,Male
16938,Renny Harlin,2,Male
24481,René Féret,0,Unknown
67367,Rian Johnson,2,Male
76422,Ric Roman Waugh,2,Male
122842,Rich Christiano,2,Male
39822,Rich Cowan,0,Unknown
165787,Rich Moore,2,Male
4786,Richard Attenborough,2,Male
98103,Richard Ayoade,2,Male
24318,Richard Benjamin,2,Male
115585,Richard Boddington,0,Unknown
3632,Richard Brooks,2,Male
7018,Richard Curtis,2,Male
7187,Richard Donner,2,Male
114925,Richard Dutcher,2,Male
20766,Richard E. Grant,2,Male
36693,Richard Eyre,2,Male
2087,Richard Fleischer,0,Unknown
82335,Richard Glatzer,0,Unknown
137475,Richard J. Lewis,2,Male
1577,Richard Kelly,2,Male
228797,Richard Kwietniowski,2,Male
2163,Richard LaGravenese,2,Male
10586,Richard Lester,0,Unknown
564,Richard Linklater,2,Male
33315,Richard Loncraine,2,Male
19800,Richard Marquand,2,Male
57414,Richard Montoya,2,Male
1030160,Richard Raymond,0,Unknown
107274,Richard Rich,2,Male
76462,Richard Schenkman,2,Male
44740,Richard Shepard,2,Male
95723,Richard Wallace,2,Male
116100,Richard Williams,0,Unknown
51866,Rick Famuyiwa,0,Unknown
65548,Rick Friedberg,2,Male
33341,Rick Rosenthal,0,Unknown
1491995,Rick de Oliveira,0,Unknown
74105,Ricki Stern,1,Female
17835,Ricky Gervais,2,Male
578,Ridley Scott,2,Male
26767,Ringo Lam,2,Male
3191,Risa Bramon Garcia,1,Female
1385666,Rita Merson,0,Unknown
1117026,Ritesh Batra,0,Unknown
12523,Rob Bowman,2,Male
18878,Rob Cohen,2,Male
1585252,Rob Hawk,0,Unknown
64735,Rob Hedden,2,Male
65630,Rob Letterman,0,Unknown
17633,Rob Marshall,2,Male
52941,Rob McKittrick,0,Unknown
18898,Rob Minkoff,2,Male
123694,Rob Pritts,0,Unknown
3026,Rob Reiner,2,Male
16848,Rob Zombie,2,Male
21415,Robby Henson,2,Male
9789,Robert Altman,2,Male
194915,Robert Bennett,0,Unknown
101767,Robert Butler,2,Male
27745,Robert C. Cooper,2,Male
119367,Robert Cary,2,Male
89216,Robert D. Webb,2,Male
3087,Robert Duvall,2,Male
1523137,Robert Fontaine,0,Unknown
51521,Robert Greenwald,2,Male
82101,Robert Hall,0,Unknown
57895,Robert Harmon,2,Male
145045,Robert Heath,0,Unknown
64815,Robert Iscove,2,Male
95687,Robert Kenner,2,Male
133183,Robert Lee King,2,Male
4746,Robert Lorenz,2,Male
36797,Robert Luketic,2,Male
86293,Robert M. Young,2,Male
102797,Robert Marcarelli,2,Male
137064,Robert Moresco,0,Unknown
8482,Robert Mulligan,2,Male
72206,Robert Pulcini,2,Male
4135,Robert Redford,2,Male
2294,Robert Rodriguez,0,Unknown
14875,Robert Rossen,2,Male
57270,Robert Schwentke,2,Male
5834,Robert Stevenson,2,Male
1032536,Robert Stromberg,0,Unknown
11057,Robert Towne,2,Male
68750,Robert Townsend,2,Male
1744,Robert Wise,2,Male
24,Robert Zemeckis,2,Male
1027737,Robin Budd,0,Unknown
101515,Robinson Devor,0,Unknown
58165,Rocky Morton,2,Male
21526,Rod Lurie,2,Male
50719,Rodman Flender,2,Male
95320,Rodrigo Cortés,0,Unknown
77162,Rodrigo García,2,Male
15812,Roger Allers,2,Male
8297,Roger Avary,2,Male
5058,Roger Christian,2,Male
21370,Roger Donaldson,2,Male
11873,Roger Kumble,2,Male
7017,Roger Michell,2,Male
63983,Roger Nygard,0,Unknown
1724,Roger Spottiswoode,2,Male
53767,Roger Vadim,2,Male
85445,Rohan Sippy,0,Unknown
1867383,Rohit Jagessar,0,Unknown
1312905,Rohit Jugraj,0,Unknown
6046,Roland Emmerich,2,Male
8965,Roland Joffé,0,Unknown
33036,Roland Suso Richter,2,Male
3556,Roman Polanski,2,Male
231345,Romesh Sharma,0,Unknown
15810,Ron Clements,2,Male
68994,Ron Fricke,2,Male
6159,Ron Howard,2,Male
4037,Ron Shelton,2,Male
33485,Ron Underwood,2,Male
66088,Ronald F. Maxwell,2,Male
7501,Ronald Neame,2,Male
583893,Ronan Chapalain,0,Unknown
17268,Ronny Yu,0,Unknown
17608,Rowan Joffe,2,Male
63943,Rowdy Herrington,2,Male
90508,Ruairi Robinson,0,Unknown
108072,Ruba Nadda,1,Female
91268,Ruben Fleischer,2,Male
45572,Ruggero Deodato,2,Male
228134,Rupert Sanders,2,Male
11809,Rupert Wainwright,2,Male
77357,Rupert Wyatt,0,Unknown
4590,Russ Meyer,0,Unknown
934,Russell Crowe,2,Male
70076,Russell Friedenberg,2,Male
229198,Russell Holt,0,Unknown
52968,Russell Mulcahy,2,Male
141825,Rusty Cundieff,2,Male
53068,Ryan Fleck,2,Male
63477,Ryan Little,2,Male
52779,Ryan Murphy,2,Male
1100753,Ryan Smith,0,Unknown
45996,Ryûhei Kitamura,2,Male
75882,S.R. Bindler,0,Unknown
147021,S.S. Rajamouli,2,Male
107039,Sacha Bennett,0,Unknown
70580,Sadullah Şentürk,0,Unknown
1372345,Sadyk Sher-Niyaz,0,Unknown
1343876,Sai Varadan,0,Unknown
14086,Sajid Khan,2,Male
225556,Salim Akil,2,Male
57206,Sally Potter,1,Female
937439,Salvador Carrasco,2,Male
58897,Sam Fell,2,Male
72543,Sam Firstenberg,2,Male
96172,Sam Levinson,0,Unknown
39,Sam Mendes,2,Male
134156,Sam Miller,2,Male
7767,Sam Peckinpah,0,Unknown
7623,Sam Raimi,2,Male
1137903,Sam Taylor-Johnson,1,Female
54967,Sam Weisman,2,Male
62410,Sammo Hung,2,Male
5691,Samuel Armstrong,2,Male
64140,Sanaa Hamri,1,Female
146884,Sandra Fierlinger,0,Unknown
1341629,Sanjay Rawal,0,Unknown
1448550,Sara Newens,0,Unknown
58628,Sara Sugarman,1,Female
93288,Sarah Gavron,0,Unknown
208113,Sarah Smith,0,Unknown
232858,Sarik Andreasyan,0,Unknown
91602,Scandar Copti,0,Unknown
7130,Scott Alexander,2,Male
65167,Scott Cooper,2,Male
55499,Scott Derrickson,2,Male
1434686,Scott Dow,0,Unknown
35595,Scott Foley,2,Male
2199,Scott Frank,2,Male
33433,Scott Hicks,2,Male
65390,Scott Kalvert,2,Male
90812,Scott Mann,0,Unknown
83070,Scott Marshall,0,Unknown
69144,Scott Marshall Smith,2,Male
226089,Scott Moore,0,Unknown
1219158,Scott Smith,0,Unknown
932088,Scott Speer,2,Male
116357,Scott Stewart,0,Unknown
1179590,Scott Walker,0,Unknown
293911,Scott Waugh,2,Male
43439,Scott Ziehl,2,Male
74619,Sean Anders,2,Male
136345,Sean Byrne,2,Male
527607,Sean Durkin,2,Male
129952,Sean McNamara,2,Male
2228,Sean Penn,2,Male
70579,Serdar Akar,0,Unknown
130938,Sergei Bodrov,0,Unknown
71871,Sergei Bodrov Jr.,2,Male
4385,Sergio Leone,2,Male
71600,Seth Gordon,2,Male
52139,Seth MacFarlane,2,Male
19274,Seth Rogen,2,Male
129718,Shana Feste,0,Unknown
71923,Shane Acker,2,Male
1108,Shane Black,2,Male
76624,Shane Carruth,2,Male
168349,Shane Dawson,0,Unknown
70520,Shane Meadows,2,Male
72205,Shari Springer Berman,1,Female
1375627,Sharon Greytak,0,Unknown
17825,Shawn Levy,2,Male
37630,Shekhar Kapur,2,Male
16590,Sheldon Lettich,2,Male
1201090,Sherman Alexie,0,Unknown
81853,Shigeyasu Yamauchi,0,Unknown
64331,Shim Hyung-Rae,2,Male
76447,Shimit Amin,0,Unknown
70100,Shinji Aramaki,0,Unknown
80752,Shinji Higuchi,2,Male
432629,Shintaro Shimosawa,2,Male
56474,Shona Auerbach,0,Unknown
1413504,Shyam Madiraju,0,Unknown
35785,Siddharth Anand,2,Male
77273,Siddiq Barmak,0,Unknown
64508,Sidney J. Furie,2,Male
39996,Sidney Lumet,0,Unknown
1501366,Simeon Rice,0,Unknown
133502,Simon Curtis,2,Male
44114,Simon J. Smith,2,Male
1253596,Simon Napier-Bell,0,Unknown
21879,Simon Wells,2,Male
12786,Simon West,2,Male
18254,Simon Wincer,0,Unknown
1070340,Simon Yin,0,Unknown
1769,Sofia Coppola,1,Female
131521,Spencer Susser,2,Male
5953,Spike Jonze,2,Male
5281,Spike Lee,2,Male
4319,Stacy Peralta,2,Male
13284,Stanley Donen,2,Male
4081,Stanley Kramer,2,Male
240,Stanley Kubrick,2,Male
44916,Stanley Tong,2,Male
1393858,Stanton Barrett,2,Male
227945,Stefan C. Schaefer,2,Male
15115,Stefan Ruzowitzky,2,Male
94155,Stefan Schwartz,2,Male
25453,Stefen Fangmeier,0,Unknown
27889,Stephan Elliott,2,Male
227438,Stephen Anderson,0,Unknown
56913,Stephen Carpenter,2,Male
19311,Stephen Chbosky,2,Male
57607,Stephen Chow,2,Male
468,Stephen Daldry,2,Male
3224,Stephen Frears,0,Unknown
2945,Stephen Gaghan,2,Male
1410294,Stephen Greene,0,Unknown
18356,Stephen Herek,2,Male
70651,Stephen Hillenburg,2,Male
2042,Stephen Hopkins,2,Male
107168,Stephen Kijak,2,Male
99240,Stephen Langford,2,Male
96745,Stephen Milburn Anderson,0,Unknown
7775,Stephen Sommers,2,Male
936154,Stephen St. Leger,0,Unknown
56435,Stephen T. Kay,2,Male
1053020,Sterling Van Wagenen,0,Unknown
151017,Stevan Mena,0,Unknown
42745,Steve Antin,2,Male
18308,Steve Barron,2,Male
16356,Steve Bendelack,2,Male
7313,Steve Box,2,Male
72258,Steve Boyum,2,Male
884,Steve Buscemi,2,Male
52112,Steve Carr,2,Male
102627,Steve Carver,2,Male
104507,Steve Gomer,2,Male
44113,Steve Hickner,2,Male
122449,Steve James,2,Male
71729,Steve Martino,2,Male
72757,Steve McQueen,2,Male
58712,Steve Miner,2,Male
4489,Steve Oedekerk,2,Male
3227,Steve Pink,2,Male
137262,Steve Purcell,2,Male
54590,Steve Rash,2,Male
440517,Steve Taylor,2,Male
142007,Steve Trenbirth,0,Unknown
32593,Steven Brill,2,Male
1726,Steven E. de Souza,2,Male
123991,Steven Greenstreet,2,Male
93214,Steven Quale,2,Male
88039,Steven R. Monroe,2,Male
23880,Steven Seagal,2,Male
67795,Steven Shainberg,2,Male
1884,Steven Soderbergh,2,Male
488,Steven Spielberg,2,Male
2260,Steven Zaillian,2,Male
130837,Stewart Hendler,2,Male
59023,Stewart Raffill,2,Male
80540,Stig Bergqvist,0,Unknown
2523,Stuart Baird,2,Male
76418,Stuart Gillard,2,Male
27991,Stuart Gordon,2,Male
105239,Stuart Hazeldine,0,Unknown
1375066,Stuart Ortiz,0,Unknown
126597,Stéphane Aubier,0,Unknown
1116801,Sue Corcoran,0,Unknown
60129,Susan Stroman,1,Female
113600,Susanna White,0,Unknown
1011,Susanne Bier,1,Female
1184450,Sut Jhally,0,Unknown
116000,Svyatoslav Ushakov,0,Unknown
2226,Sydney Pollack,2,Male
21768,Sylvain Chomet,0,Unknown
31119,Sylvain White,2,Male
16483,Sylvester Stallone,2,Male
24757,Sylvio Tabet,0,Unknown
11432,T. Hee,0,Unknown
1398500,Tadeo Garcia,0,Unknown
1291685,Taedong Park,0,Unknown
50651,Takao Okawara,2,Male
